Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Roll Top,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118985706/roll-top,3.2,-1,Boulder,V2,1,,43.40436,-89.72961
Sygaldry,The Realm > Southwest Bluff (Sauk Hill) > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120055231/sygaldry,3.3,-1,Boulder,V3,1,,43.41321,-89.75761
Rhoads Rash,Dumpster Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106537970/rhoads-rash,2.5,-1,Boulder,V2,1,12,43.4203,-89.73666
Bunker Arete,The Bunker > 02. Horse Rampart Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106514045/bunker-arete,3.2,-1,Boulder,V3 PG13,1,,43.41573,-89.72516
On The Eve,On the Eve > 13. Mirror Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108404955/on-the-eve,3.1,-1,Boulder,V1,1,13,43.41867,-89.72621
Wednesday Nighter,Bulbous > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435565/wednesday-nighter,3.3,-1,Boulder,V1,1,,43.4145,-89.72334
Welcome Crack 2,2. Welcome to the Lake! > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106921921/welcome-crack-2,2,-1,Boulder,V0,1,15,43.42737,-89.72684
Wild Turkey,2. Welcome to the Lake! > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106828217/wild-turkey,1.4,-1,Boulder,V0-,1,10,43.42737,-89.72684
The Scoop,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106486204/the-scoop,2.6,-1,Boulder,V2,1,14,43.4,-89.74329
Spotted Cow Left,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435429/spotted-cow-left,2.5,-1,Boulder,V3,1,,43.42157,-89.72333
Fantasticorner,Fantasticorner > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106597615/fantasticorner,2.8,-1,Boulder,V3,1,,43.42572,-89.72618
Easy Arete,2. Leaning Tower/Tombstone Wall > 08. East Rampart > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435643/easy-arete,2.4,-1,Boulder,V0,1,,43.41383,-89.7149
Low Hanging Fruit,"Peaches > 4.  Peaches and Castle in the Sky > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107863241/low-hanging-fruit,2.5,-1,Boulder,V2,1,10,43.42574,-89.73585
The Cellist,"1.  The Instrumentals > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118693810/the-cellist,3,-1,Boulder,V3,1,,43.42707,-89.73667
Red Hair Arete,4. Show Me the Kind > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106413877/red-hair-arete,3,-1,Boulder,V3,1,15,43.42699,-89.72633
Gills Booger,Gill's Booger > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107313515/gills-booger,3,-1,Boulder,V2,1,,43.4134,-89.71288
Stinky Feesh,Greatest Bluff > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106488130/stinky-feesh,2,-1,Boulder,V3-,1,15,43.42563,-89.7246
Right Crack,2. Leaning Tower/Tombstone Wall > 08. East Rampart > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435615/right-crack,2.3,-1,Boulder,V0,1,,43.41383,-89.7149
Slab,05. Trail Side Boulder > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106509015/slab,2.3,-1,Boulder,V0-1,1,,43.4178,-89.73671
Surprise Party,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281528/surprise-party,3,-1,Boulder,V2,1,20,43.41005,-89.74219
The Jug Haul,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106486223/the-jug-haul,2.1,-1,Boulder,V2,1,15,43.4,-89.74329
Warm Up Face,1. East of Trail Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106478164/warm-up-face,2.1,-1,Boulder,V1,1,25,43.42252,-89.72392
Boulder Across from Pete's Pebble,Pete's Pebble > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106535302/boulder-across-from-petes-pebble,2.7,-1,Boulder,V2,1,,43.42116,-89.7354
Chemotaxis,The Lost and Found Boulders > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107575855/chemotaxis,2.6,-1,Boulder,V1,1,10,43.4179,-89.72497
Scary Slab,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107620307/scary-slab,3,-1,Boulder,V2,1,,43.42157,-89.72333
Crack,4. Flatiron > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106573207/crack,3,-1,Boulder,V2,1,,43.41338,-89.71207
Broken Pottery Right,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435469/broken-pottery-right,2.3,-1,Boulder,V3,1,,43.42157,-89.72333
Imp Act Sit,Greatest Bluff > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118759359/imp-act-sit,2.5,-1,Boulder,V2,1,12,43.42563,-89.7246
The Thaw,5. Extinction Boulders > Ice Age Trail > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301756/the-thaw,3,-1,Boulder,V2,1,15,43.42371,-89.69259
Tonsillitis,Upper Slant Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109657472/tonsillitis,3,-1,Boulder,V2-3,1,12,43.4211,-89.73704
Pleasant Surprise,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281504/pleasant-surprise,3,-1,Boulder,V3,1,20,43.41005,-89.74219
Chair Bivy,Chair Bivy Buttress > West Bluff 03 - Cleo Amphitheater > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107655604/chair-bivy,3,-1,Boulder,5.8 V2,1,40,43.41741,-89.73806
Out Of The Blue,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281516/out-of-the-blue,3,-1,Boulder,V3,1,20,43.41005,-89.74219
Dyno,Fire Road Boulder > South of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107825463/dyno,3,-1,Boulder,V3,1,,43.42186,-89.74337
Thin Crack,2. Thin Man Corridor > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106420071/thin-crack,3,-1,Boulder,V0,1,,43.42248,-89.72426
Roll One Up,Purple Haze > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107098014/roll-one-up,2.7,-1,Boulder,V3,1,11,43.41287,-89.72122
Sticky Arete,Flux > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107293602/sticky-arete,2.4,-1,Boulder,V3,1,,43.41264,-89.71206
Spotted Cow Far Left,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106510120/spotted-cow-far-left,2,-1,Boulder,V2,1,,43.42157,-89.72333
Watermarks Traverse,2.  Balanced Rock Wall > East Bluff 06 - Balanced Rock > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118759336/watermarks-traverse,3,-1,Boulder,V2,1,50,43.41436,-89.72501
Vanishing Point,10. Vision Quest/Chode > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/115124284/vanishing-point,3,-1,Boulder,V2,1,,43.39887,-89.71192
Basking Pine,Treeless Three > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114175636/basking-pine,3,-1,Boulder,V-easy,1,,43.42066,-89.73577
Not Gonna Eat Bark,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112080194/not-gonna-eat-bark,2.8,-1,Boulder,V2,1,,43.42157,-89.72333
Frigid,3. Goosebumps > Ice Age Trail > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301631/frigid,3,-1,Boulder,V2,1,12,43.4253,-89.68943
Youggary,Youggary Pillar > 04. Pork Chop > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112225689/youggary,3,-1,Boulder,V3 PG13,1,20,43.41691,-89.73765
Caught Off Guard,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281559/caught-off-guard,3,-1,Boulder,V0,1,15,43.41005,-89.74219
Buzz Bomb,13. Boomtown > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106622777/buzz-bomb,3,-1,Boulder,V1,1,14,43.39653,-89.72373
Alexandria,Alexandria > 5. Kite Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112295211/alexandria,2.8,-1,Boulder,V1,1,12,43.42081,-89.72341
Diamond in the Rough,Diamond in the Rough > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106921948/diamond-in-the-rough,2.8,-1,Boulder,V1,1,,43.42522,-89.72545
Welcome Chimney,2. Welcome to the Lake! > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111401453/welcome-chimney,1.9,-1,Boulder,V-easy,1,12,43.42737,-89.72684
Beer Can Full of Roaches.,5. Anarchist (Guillotine) > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107684911/beer-can-full-of-roaches,2.8,-1,"Trad, Boulder",V1,1,15,43.41325,-89.71177
Starboard,"Sinking Ship > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/122561095/starboard,3,-1,Boulder,V2-3,1,15,43.42661,-89.73521
Quality of Life,10. Hidden Amphitheater > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122492709/quality-of-life,3,-1,Boulder,V3+,1,,43.4183,-89.72674
Wave Mantle,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/115454700/wave-mantle,2.5,-1,Boulder,V1,1,10,43.40436,-89.72961
Scarlet Macaw,Scarlet Macaw > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121128031/scarlet-macaw,3,-1,Boulder,V1,1,15,43.4265,-89.72653
Leopard Cobra,Skillet Creek Wall (Coyote Canyon) > Skillet Creek > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117603928/leopard-cobra,3,-1,Boulder,V1,1,19,43.43203,-89.75424
The Queen's Wave,Storm Wrack Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120426606/the-queens-wave,3,-1,Boulder,V3,1,12,43.4294,-89.7228
Slow Dance,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122675395/slow-dance,3,-1,Boulder,V2,1,15,43.40436,-89.72961
Leopard,Skillet Creek Wall (Coyote Canyon) > Skillet Creek > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117619099/leopard,3,-1,Boulder,V2-3,1,18,43.43203,-89.75424
Emperor Penguin,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/115319349/emperor-penguin,3,-1,Boulder,V2 R,1,,43.41278,-89.70451
Big Bud North Face,3. Big Bud > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109704236/big-bud-north-face,2.6,-1,Boulder,V2- PG13,1,,43.42737,-89.72676
Social Distancing,Double Trouble Pillar > 02. Major Mass > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118666309/social-distancing,3,-1,Boulder,V3 PG13,1,,43.41378,-89.72019
Massive Attack,"Massive Attack Buttress > 4.  Gom Jabbar > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117903077/massive-attack,3,-1,Boulder,V2,1,,43.42341,-89.73779
B.I.A.,"2.  Edge of the Earth > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118695878/bia,3,-1,Boulder,V3,1,,43.42476,-89.73767
Inkwell,Sharpie > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118172676/inkwell,3,-1,Boulder,V3,1,,43.41308,-89.71283
Quaking Aspen,Treeless Three > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114175589/quaking-aspen,3,-1,Boulder,V0-1,1,,43.42066,-89.73577
Don't Want Your F!@ $%g Trail Mix,Trail Mix > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111925487/dont-want-your-f-at-g-trail-mix,3,-1,Boulder,V3,1,10,43.41378,-89.72429
Loompa Land,Loompa Land > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107320379/loompa-land,3,-1,Boulder,V3,1,12,43.41962,-89.73644
All Along The Messenger Shore,Messenger Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112289542/all-along-the-messenger-shore,3,-1,Boulder,V1 PG13,1,12,43.41161,-89.74365
Surprise The Moss,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112283733/surprise-the-moss,3,-1,Boulder,V1,1,15,43.41005,-89.74219
Birthday Arete,Bigfoot > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108437753/birthday-arete,2.5,-1,Boulder,V3,1,,43.417,-89.72661
No Man's Land,No Man's Land > 5. Kite Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112295230/no-mans-land,3,-1,Boulder,V3-,1,20,43.42105,-89.72475
The Fire Down Under,Fire Rhoad Bluff > North of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112324842/the-fire-down-under,3,-1,Boulder,V2,1,,43.42327,-89.74022
Fairy Tale,"Fairy > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112860010/fairy-tale,3,-1,Boulder,V2,1,,43.4269,-89.73554
Heads Up Arete,2. Farmer's Wall > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109685930/heads-up-arete,3,-1,Boulder,V1,1,15,43.41314,-89.71199
Vine Street,"Vine Street > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/111102188/vine-street,3,-1,Boulder,V0,1,,43.42328,-89.73758
Sunset Arete,"Sunset Arete > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/111102197/sunset-arete,3,-1,Boulder,V2,1,,43.42331,-89.73768
"All Power, No House",Dreamo's Bluff > South of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111442725/all-power-no-house,3,-1,Boulder,V2,1,10,43.41952,-89.74084
Riptide,Ocean Floor > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109555528/riptide,3,-1,Boulder,V3,1,,43.41659,-89.72669
Slap It,Junkyard Boulder > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108428468/slap-it,3,-1,Boulder,V3,1,9,43.4189,-89.6895
Lost In The Wood,Lost in the Wood > 5. Kite Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107558717/lost-in-the-wood,3,-1,Boulder,V3,1,10,43.42032,-89.72384
Left side of East of Trail Boulders,1. East of Trail Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106488161/left-side-of-east-of-trail-boulders,2.7,-1,Boulder,V1,1,12,43.42252,-89.72392
